type,breed_name,description,personality,care,source_url
dog,บีเกิ้ล (Beagle),ถ้าให้นึกถึงน้องหมาขนสั้น ขนาดลำตัวกะทัดรัด แสนฉลาด ที่พกความร่าเริงสนุกสนานมาด้วยแบบเต็มกระเป๋า มีจมูกที่ดมกลิ่นได้เก่งไม่เป็นรองใคร และมีความน่ารักแบบล้น ๆ จนหลาย ๆ คนเห็นแล้วก็อยากจะเข้าไปกอด แน่นอนว่าสุนัขสายพันธุ์บีเกิ้ล (Beagle) จะเป็นอีกหนึ่งสายพันธุ์ที่ใครก็ต้องนึกถึง แต่ถึงแม้ว่าบีเกิ้ลจะมีขนาดตัวที่กำลังกะทัดรัด และเป็นเพื่อนกับเด็ก ๆ เป็นอย่างดีก็ตาม ต้องขอบอกว่าบีเกิ้ลมีมุมดื้อเล็ก ๆ รั้นหน่อย ๆ กับพลังแสนจะล้นเหลือ เจ้าของบีเกิ้ลจึงต้องหาเทคนิคในการสอน รวมทั้งดูแลบีเกิ้ลให้มีสุขภาพ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/beagle
dog,สุนัขบิชอง ฟริเซ่,สุนัขบิชอง ฟรีเซ่ มีความนิ่งและหน้าตาเฉลียวฉลาด รูปร่างเล็กและสีขนเป็นสีเดียวทั้งตัว ตากับจมูกสีดำสนิทตัดกันกับสีขนที่ขาวราวหิมะและหางเป็นพวงเหมือนขนนกที่โค้งและม้วนกลับมาที่หลัง ด้วยขนที่นุ่มลื่นดุจใยไหมนี้ขดเป็นเกลียวทำให้สุนัขบิชอง ฟริเซ่ดูคล้ายปุยนุ่นเดินได้ เมื่อโตเต็มวัยทั้งเพศผู้และเพศเมียจะสูงประมาณ 23-28 ซม. และหนักประมาณ 3-6 กก. The need-to-know สุนัขบิชอง ฟริเซ่ มีนิสัยยิ้มแย้ม แจ่มใส และชอบใช้ชีวิตกับคนเป็นครอบครัว ถึงแม้จะชอบใช้เวลาไปท่องเที่ยวกับครอบครัว แต่ก็สอนให้อยู่บ้านตาม...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/bichon-frise
dog,บูลด็อก (Bulldog),"บูลด็อก (Bulldog – English Bulldog, British Bulldog) คงยากที่จะเชื่อว่าสุนัขที่มีหน้าตาดูเศร้าและง่วงอยู่ตลอดเวลาอย่างสุนัขบูลด็อกนี้ ในอดีตจะถูกใช้ในการต่อสู้กับวัวกระทิงมาก่อน แต่ด้วยรูปร่างที่ล่ำสัน นิสัยร่าเริง และโครงสร้างใบหน้าแบบสุนัขพันธุ์หน้าสั้น จึงเลี่ยงไม่ได้ที่สุนัขพันธุ์นี้ จะมีปัญหาสุขภาพต่าง ๆ ตามมา ไม่ว่าจะเป็นโรคทางเดินหายใจที่มักเกิดในกลุ่มสุนัขที่มีโครงหน้าสั้น (Brachycephalic breed) โรคผิวหนัง หรือแม้แต่โรคทางกระดูกและข้อ บทความนี้จึงจะพาทุกคนมาทำความรู้จักกับสุนัขบูลด็อกใน...",รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/bulldog
dog,สุนัขคาวาเลียร์ คิง ชาลส์ สแปเนียล,สุนัขคาวาเลียร์ คิง ชาลส์ สแปเนียล เป็นสุนัขสายพันธุ์เล็ก ปากสั้นเรียว ส่วนตากลมโตสีน้ำตาล ขนละเอียด มีให้เลือกหลายสี เช่น สีดำกับน้ำตาลไหม้ สีน้ำตาลแดง ขาวแต้มน้ำตาล (ลาย Blenheim) และสามสี (พื้นสีขาวนวลแต้มสีน้ำตาลส้ม) เมื่อโตเต็มวัยจะสูงประมาณ 30-33 ซม. และหนัก 5.5-8 กก. The need-to-know สุนัขพันธุ์นี้ใจดี ไม่เรียกร้อง เหมาะกับการเลี้ยงกับครอบครัวเพราะเป็นมิตรกับทุกคน เป็นเพื่อนที่ดีกับเด็กและคนแก่ที่ยังมีเรี่ยวแรงอยู่ สุนัขพันธุ์นี้ไม่ค่อยเห่าแต่จะชอบเตือนเมื่อมีคนแปลกหน้า และไม่เหมาะกั...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/cavalier-king-charles-spaniel
dog,ชิวาวา (CHIHUAHUA),รู้จักชิวาวา (CHIHUAHUA) สุนัขตัวจิ๋ว และวิธีดีๆ ในการดูแลสุขภาพทำความรู้จักชิวาวา (Chihuahua)ถ้าให้นึกถึงสายพันธุ์สุนัขที่ได้รับความนิยมอย่างไม่เสื่อมคลาย หลายคนต้องเอ่ยชื่อสายพันธุ์ชิวาวา (Chihuahua) ออกมาแน่นอน เพราะขนาดตัวที่เล็กกะทัดรัด ทำให้ชิวาวาสามารถปรับตัวเข้ากับการเลี้ยงในพื้นที่จำกัดได้ดี บวกกับความฉลาด เรียนรู้ได้เร็ว และติดเจ้าของในแบบที่ไม่ว่าจะพกชิวาวาไปไหนก็ยินดีไปด้วยแบบสุดๆ ไม่แปลกเลยที่ใครต่อใครก็หลงรักสุนัขสายพันธุ์นี้ มาทำความรู้จักชิวาวากันให้มากขึ้น แล้วมาดูสุนัขสายพันธุ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/chihuahua
dog,สุนัขเชาเชา (ขนหยาบ),สุนัขพันธุ์เชาเชาเป็นสุนัขตัวสั้น ตัน รูปทรงกำยำบึกบึน หางงอม้วนโค้งมาถึงหลัง กระพุ้งแก้มและลิ้นเป็นสีน้ำเงิน/ดำ ส่วนขนแบ่งออกเป็น 2 ประเภท คือ ขนหยาบและขนเรียบ และมีหลายสีตั้งแต่ ดำ น้ำตาลแดง เทาดำ น้ำตาลทอง ครีมหรือขาว เมื่อโตเต็มวัยเพศผู้จะสูง 48-56 ซม. และหนัก 26-32 กก. ส่วนเพศเมียจะสูง 46-51 ซม. และหนัก 20-25 กก. The need-to-know สุนัขเชาเชา (ขนหยาบ) มีความนิ่งสุขุม รักอิสระ แต่อาจดื้อบ้างบางครั้ง มีนิสัยติดคนเลี้ยงคนใดคนหนึ่งและอาจกัดคนได้หากรู้สึกถูกคุกคามหรือเห็นว่าเจ้าของโดนทำร้าย ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/chow-chow-rough
dog,สุนัขบอร์เดอร์ คอลลี่,สุนัขพันธุ์นี้เป็นสุนัขขนาดกลางถึงใหญ่ มีสัดส่วนกำลังดีและดูสง่าผ่าเผย พร้อมลุยทุกกิจกรรม เมื่อโตเต็มวัย เพศผู้จะสูง 56-61 ซม. และหนัก 20.5-29.5 กก. ส่วนเพศเมียสูง 51-56 ซม. และหนัก 18-25 กก. สุนัขบอร์เดอร์ คอลลี่มีขนสั้นติดลำตัว เมื่อลูบจะรู้สึกหยาบ และมีสีน้ำตาลแดงปนขาว หรือสามสี (สีดำ น้ำตาลและขาว) และลายหินอ่อน (น้ำเงินปนเงินและดำ) The need-to-know สุนัขบอร์เดอร์ คอลลี่ เป็นสุนัขที่เป็นมิตร อารมณ์ดี มีความตื่นตัว จึงเหมาะที่จะเป็นสุนัขเฝ้าบ้าน แต่อาจชอบเห่าหากไม่ได้ฝึกหรือเมื่อรู้สึกเบื...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/collie-smooth
dog,สุนัขดัชชุน,สุนัขดัชชุนมีส่วนหลังยาว ขาสั้นและตัวเตี้ยมาก เมื่อยังเป็นลูกสุนัข จะมีกล้ามเนื้อ ทรวดทรวงแข็งแรง ส่วนหน้าอกตันกว้าง และขาหน้าแข็งแรง ส่วนขนจะสั้น แน่นและลื่น มีหลายสี (ศึกษาข้อมูลรายละเอียดมาตรฐานสายพันธุ์เพิ่มเติม) เมื่อโตเต็มวัยจะหนัก 4.5-5 กก. และสูงประมาณ 12-15 ซม. The need-to-know สุนัขสายพันธุ์นี้รักอิสระ จึงต้องใช้ความใจเย็น สม่ำเสมอและอดทนในการฝึกสอน ควรฝึกสุนัขดัชชุนให้เข้าสังคมตั้งแต่ยังเป็นลูกสุนัขเพื่อให้คุ้นเคยกับเด็ก คนแปลกหน้าและสัตว์อื่นๆ สุนัขพันธุ์นี้อาจติดสมาชิกครอบครัวค...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/dachshund-long-haired
dog,สุนัขเฟรนช์ บูลด็อก,สุนัขเฟรนช์ บูลด็อก เป็นสุนัขที่ใครเห็นก็จำได้เพราะหูมีลักษณะคล้ายค้างคาวขนาดใหญ่ สุนัขเฟรนช์ บูลด็อกเป็นสุนัขขนาดเล็ก หน้าแบน ขนสั้นเป็นมันเงา มีหลายลาย เช่น ลายเสือ ลายแต้มหรือสีน้ำตาลทองล้วน เมื่อโตเต็มวัยจะสูงประมาณ 27-34.5 ซม. เพศผู้จะหนัก 12.5 กก. ส่วนเพศเมียหนัก 11 กก. The need-to-know สุนัขเฟรนช์ บูลด็อก มีนิสัยรักสนุก มีพลังและใจดีกับคนที่ตนเองรัก เป็นสุนัขตัวเล็กที่ใจใหญ่กว่าตัว สู้ไม่ถอยเมื่อถูกสุนัขตัวอื่นเล่นงาน สุนัขบางตัวอ่านภาษาท่าทางจากใบหน้าแบนไม่ออก ยกเว้นสุนัขสายพันธุ์นี...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/french-bulldog
dog,สุนัขเยอรมันเชพเพิร์ด,สุนัขเยอรมันเชพเพิร์ดเป็นสุนัขที่ใครเห็นก็รู้จักและจำได้ว่าเป็นสายพันธุ์อะไร ลักษณะของสุนัขพันธุ์นี้มักจะมีกล้ามเนื้อที่ชัดเจน ดูตื่นตัว ท่วงท่าสง่างามและน่าเกรงขาม ปราดเปรียว สุขุม มีขนหลายสี (จากมาตรฐานสายพันธุ์) ขนชั้นนอกแข็งและหยาบ ส่วนขนชั้นในหนา ความสูงที่เหมาะสมสำหรับเพศผู้ที่โตเต็มวัยคือ 63 ซม. ส่วนเพศเมียควรสูง 58 ซม. น้ำหนักอยู่ระหว่าง 30-36 กก. The need-to-know สุนัขเยอรมันเชพเพิร์ดจะผูกพันกับผู้ดูแลและอยากใช้เวลาด้วยกันให้มากที่สุดเท่าที่จะเป็นไปได้ แม้ว่าสุนัขพันธุ์นี้จะต้องการ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/german-shepherd
dog,สุนัขเกรย์ฮาวด์,สุนัขเกรย์ฮาวด์เปรียบเสมือนม้าแข่งแห่งโลกสุนัข เนื่องจากเป็นสุนัขที่วิ่งได้เร็วมาก มีลักษณะท่วงท่านุ่มนวลและสง่างาม สุนัขพันธุ์นี้มีกล้ามเนื้อและโครงสร้างแข็งแรง ขนสั้นเป็นเส้นขนที่ละเอียด มีทั้งสีดำ ขาว แดง น้ำเงินคราม น้ำตาลทอง น้ำตาลอ่อน ลายเสือ หรือมีสีที่กล่าวมาทั้งหมดปนกับสีขาว เมื่อสุนัขเกรย์ฮาวด์ตัวโตเต็มวัย เพศผู้จะสูงถึง 71-76 ซม. หนักประมาณ 30-32 กก. ส่วนเพศเมียสูง 69-71 ซม. หนัก 27-30 กก. The need-to-know สุนัขเกรย์ฮาวด์มีบุคลิกที่สงบนิ่ง และชอบอยู่ในบ้าน จะเรียกว่าเข้าขั้นขี้เก...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/greyhound
dog,สุนัขพันธุ์ญี่ปุ่น 'ชิบะ',สุนัขชิบะเป็นสุนัขสายพันธุ์ที่แข็งแรง ขนาดตัวใหญ่ปานกลาง อยู่ในสายพันธุ์สปิตซ์ (เป็นสายพันธุ์ที่มีหูตั้ง ขนหนา และหางม้วนงอ) สุนัขชิบะเป็นเหมือนสุนัขพันธุ์อะกิตะที่รูปร่างเล็กกว่า เพศผู้ตัวโตเต็มวัยสูงประมาณ 39.5 ซม. ส่วนเพศเมียสูง 36.5 ซม. มีขนชั้นนอกที่แข็ง เป็นเส้นตรง มีสีแดง แดงปนน้ำตาล (สีแดงแบบมีปลายขนสีดำ) ดำ-น้ำตาล หรือขาว ปกคลุมขนชั้นในที่หนานุ่มอีกที The need-to-know สุนัขชิบะถือว่าเป็นสายพันธุ์ที่ตื่นตัว คล่องแคล่วว่องไว และเป็นมิตร แต่ก็ค่อนข้างรักอิสระและมีสัญชาตญาณความเป็นนักล...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/japanese-shibu-inu
dog,สุนัขมอลทีส (Malrese),สุนัขมอลทีสสุนัขพันธุ์เล็กที่ให้ภาพลักษณ์สง่างามดั่งขุนนาง มีตาสีดำ ขนยาวเส้นละเอียดนุ่มดุจไหมสีขาวบริสุทธิ์ สุนัขมอลทีสถือเป็นสุนัขที่รูปร่างหน้าตาโดดเด่นมาก ๆ เมื่อโตเต็มวัยจะมีส่วนสูงไม่เกิน 25 ซม.และหนักประมาณ 1.8 - 2.7 กก. The need-to-know แม้สุนัขมอลทีสจะตัวเล็ก อารมณ์ดี และท่วงท่าสง่างาม แต่สุนัขสายพันธุ์เล็กพันธุ์นี้ไม่ได้มีดีเพียงหน้าตาเท่านั้น บางครั้งก็เจ้าอารมณ์เช่นกัน มักเห่าเสียงดังเมื่อเกิดอาการหวาดระแวงสิ่งต่าง ๆ จึงจำเป็นต้องฝึกตั้งแต่ยังเล็ก ไม่ให้เห่าเมื่อมีสิ่งยั่วยุเล็ก...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/maltese
dog,ปอมเมอเรเนียน (Pomeranian),ปอมเมอเรเนียน (Pomeranian) สุนัขตัวเล็กหัวใจไม่เล็กและเคล็ดลับในการดูแลสุขภาพทำความรู้จักปอมเมอเรเนียน (Pomeranian)ปอมเมอเรเนียน (Pomeranian) เป็นสุนัขที่จัดอยู่ในกลุ่ม Toy Group แม้ว่าจะมีขนาดตัวเล็กแต่ปอมเมอเรเนียนกลับครองใจเจ้าของผู้เลี้ยงมาอย่างยาวนาน แถมยังเป็นสายพันธุ์สุดโปรดของทั้งเจ้าของอย่างเราและเชื้อพระวงศ์ชั้นสูง แถมประวัติของสุนัขสายพันธุ์นี้ยังมีความน่าสนใจไม่แพ้สายพันธุ์ไหน ด้วยขนที่ฟูดูนุ่มน่ากอด หน้าตาจิ้มลิ้ม มีความเป็นมิตร น่ารักมีชีวิตชีวา ขนาดตัวที่แสนกะทัดรัด ช่างเอาอกเอาใ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/pomeranian
dog,สุนัขพุดเดิ้ลทอย,สุนัขพุดเดิ้ลทอยเป็นสุนัขที่มีลักษณะสง่างาม ส่วนปากและจมูกเรียว คอยาว ขนหยิก มักมีการตัดแต่งทรง และมีได้หลายเฉดสี ได้แก่ สีคราม เทา เงินเข้ม น้ำตาล น้ำตาลอ่อน และสีครีม เมื่อโตเต็มวัยจะมีความสูงไม่เกิน 28 ซม. และหนักไม่เกิน 4.5 กก. The need-to-know สุนัขพุดเดิ้ลทอยมีชีวิตชีวาและจิตใจดี ทำหน้าที่เป็นสุนัขคู่ใจได้อย่างดีเยี่ยม สามารถเฝ้าบ้านได้ พร้อมเห่าเตือนเมื่อมีแขกมาหา สุนัขพุดเดิ้ลทอยเป็นสุนัขอารมณ์ดี ตอบสนองกับเสียงสูงต่ำได้ไวเป็นพิเศษ และตอบสนองกับการฝึกได้ดี เด็ก ๆ ต้องเรียนรู้วิธีการ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/poodle-toy
dog,สุนัขปั๊ก,“น้อยแต่มาก” คือคำขวัญประจำสุนัขปั๊ก บ่งบอกได้ว่า “ตัวเล็กแต่มีอะไรมากมายให้ค้นหา” สุนัขปั๊กถือว่าเป็นสุนัขตระกูลทอยหรือสุนัขสายพันธุ์เล็ก เมื่อโตเต็มวัย ขณะยืนจะสูงประมาณ 25 - 33 ซม. รูปร่างจะดูเหลี่ยม ล่ำ มีกล้ามเนื้อ และหนักอย่างไม่น่าเชื่อ โดยมีน้ำหนักประมาณ 6.3 - 8.1 กก. ขนสั้น นุ่มและเป็นมัน มีสีเทาเงิน น้ำตาลส้มแอปริคอต น้ำตาลทอง หรือสีดำ The need-to-know สุนัขปั๊ก มีเสน่ห์ อารมณ์ดี พร้อมจะเป็นคู่หูที่ส่งมอบความสุขและความเป็นมิตรให้กับเจ้าของ แม้จะตัวเล็กแต่ด้วยนิสัยที่ดี สุนัขปั๊กก็...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/pug
dog,โกลเด้น รีทริฟเวอร์ (Golden Retriever),สำหรับคนรักสุนัขทั้งหลายคงไม่มีใครไม่รู้จัก โกลเด้น รีทริฟเวอร์ (Golden Retriever) ด้วยขนาดตัวที่พอเหมาะ สายตาที่อ่อนโยน เป็นมิตร ร่าเริง ขนสีทองอร่าม และหางเป็นแพคล้ายขนนกที่แกว่งไปมาตลอดเวลา บทความนี้จะพามาทำความรู้จักกับสุนัขพันธุ์โกลเด้น รีทริฟเวอร์ในทุกแง่มุม ทั้งภาพรวมของสายพันธุ์ และเคล็ดลับในการดูแลสุขภาพ และกิจกรรมที่เหมาะสม The need-to-know สุนัขโกลเด้น รีทริฟเวอร์ นั้นเป็นสุนัขที่เป็นมิตรและนิสัยดีเป็นอันดับต้นๆ ในบรรดาสุนัขทั้งหมด แต่เดิมสุนัขโกลเด้น รีทริฟเวอร์ ถูกปรับปรุงพันธุ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/golden-retriever
dog,สุนัขลาบราดอร์ รีทรีฟเวอร์,สุนัขลาบราดอร์ รีทรีฟเวอร์เป็นสุนัขพันธุ์ใหญ่ มีรูปร่าง โครงสร้างกระดูกและกล้ามเนื้อที่แข็งแรง ส่วนหัวใหญ่ มีดวงตาที่ดูอ่อนโยน เฉลียวฉลาด มีหางที่เป็นเอกลักษณคล้ายหางตัวนาก ขนที่สั้นและแน่น มีได้หลายสี ตั้งแต่ดำล้วน น้ำตาลทอง และสีน้ำตาล เมื่อโตเต็มวัยจะสูง 56 - 57 ซม.และหนักประมาณ 30 กก. ส่วนเพศเมียสูงประมาณ 55 - 56 ซม. และหนักราวๆ 28 กก. The need-to-know สุนัขลาบราดอร์ รีทรีฟเวอร์เป็นสุนัขยอดนิยมตลอดกาลและเป็นตัวเลือก 1 ใน 3 ของคนที่ตามหาสัตว์เลี้ยงประจำครอบครัว โดยเฉพาะเจ้าของที่ชอบการออ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/labrador-retriever
dog,สุนัขเชทแลนด์ ชีพด็อก,สุนัขสายพันธุ์เล็กถึงปานกลางที่หน้าตาน่ารัก ท่วงท่าสง่างามอย่างสุนัขเชทแลนด์ ชีพด็อก มีลักษณะที่เด่นสะดุดตาจากแผงขนรอบคอและอก พร้อมกับขนบริเวณขาและหางที่ยาวมากเป็นพิเศษ สุนัขพันธุ์นี้มีขนหลายสี หลากหลายลวดลาย และยังมีแบบผสมด้วย สามารถศึกษารายละเอียดได้จากมาตรฐานสายพันธุ์ เพศผู้ที่โตเต็มวัยสูงประมาณ 37 ซม. ส่วนเพศเมียสูง 35.5 ซม. น้ำหนักเมื่อโตเต็มวัยอยู่ระหว่าง 6 - 12 กก. The need-to-know สุนัขเชทแลนด์ ชีพด็อก อาจจะดูสง่างามและนิ่มนวล แต่แท้จริงแล้วเป็นสายพันธุ์แข็งแรง เลี้ยงไว้สำหรับใช้งาน...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/shetland-sheepdog
dog,ชิสุห์ (Shih Tzu),มารู้จักและดูแลสุขภาพชิสุห์ (Shih Tzu) กันเถอะทำความรู้จักกับชิสุห์ (Shih Tzu)ชิสุห์ (Shih Tzu) จัดเป็นสุนัขในกลุ่ม Toy Group ถึงแม้ว่าจะมีหุ่นที่ไม่ค่อยจะเหมือนสุนัขสายพันธุ์เล็กทั่วไปสักเท่าไหร่ แต่ชิสุห์กลับครองใจผู้เลี้ยงหลากหลายตั้งแต่ระดับจักรพรรดิจีนโบราณไปจนถึงเหล่าดาราฮอลลีวู้ด ด้วยขนที่ฟูดูนุ่มน่ากอด หน้าตาจิ้มลิ้ม มีความเป็นมิตร ชอบอยู่กับเจ้าของ ช่างเอาอกเอาใจ เราจึงตกหลุมรักน้องได้โดยไม่ยาก นอกจากลักษณะที่ใครเห็นเป็นต้องรัก สุนัขพันธุ์นี้ยังมีประวัติที่เก่าแก่และมีความน่าสนใจไม่แพ้...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/shih-tzu
dog,ไซบีเรียน ฮัสกี (Siberian Husky),สุนัขไซบีเรียน ฮัสกี (Siberian Husky) เป็นหนึ่งในสายพันธุ์สุนัขที่มีความสง่างาม ด้วยรูปลักษณ์ภายนอกและบุคลิกที่ดูนิ่ง แต่ก็กระฉับกระเฉง และมีพลังที่ล้นเหลือ และด้วยคุณสมบัติเหล่านี้ บ่อยครั้งจึงเลี่ยงไม่ได้ที่สุนัขพันธุ์นี้จะมีความผิดปกติในเรื่องข้อต่อ เช่น ข้อสะโพกเคลื่อน และปัญหาโรคผิวหนังตามมา บทความนี้จะพามาทำความรู้จักกับสุนัขพันธุ์ไซบีเรียน ฮัสกีในทุกแง่มุม ทั้งภาพรวมของสายพันธุ์ ปัญหาและเคล็ดลับในการดูแลสุขภาพ และกิจกรรมที่เหมาะสม The need-to-know ภายใต้ภาพลักษณ์ที่ดูสง่างามและกระฉับ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/siberian-husky
dog,สุนัขบูล เทอร์เรียร์,สุนัขบูลเทอร์เรียเป็นสุนัขรูปร่างแข็งแรง อกลึก มีกล้ามเนื้อกำยำชัดเจน ส่วนหัวยาวเป็นรูปไข่ แข็งแรง และมีจมูกโด่ง สีที่พบบ่อยคือ สีขาว และมักมีแต้มสีอื่นบนหัวหรือบางครั้งก็มีที่หลังด้วย นอกจากนี้ยังมีสีดำ ลายเสือ แดง น้ำตาลทองหรือสามสี เมื่อโตเต็มวัยจะสูงประมาณ 45 ซม. และหนัก 33 กก. The need-to-know สุนัขบูลเทอร์เรียเป็นสุนัขที่เป็นมิตรและมีอารมณ์ขัน แต่บางครั้งก็อาจจะดื้อบ้าง จึงไม่เหมาะกับผู้หัดเลี้ยงสุนัขมือใหม่ โดยทั่วไปแล้วสุนัขพันธุ์นี้รักสงบแต่ก็ต้องไม่ลืมว่าสุนัขพันธุ์นี้ถูกพัฒนาสายพ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/staffordshire-bull-terrier
dog,สุนัขยอร์กเชียร์ เทอร์เรียร์,สุนัขพันธุ์เล็กอย่างยอร์กเชียร์ เทอร์เรียร์นี้เป็นที่รู้จักจากขนที่เป็นลอนหนาเหมือนกับผมของคน สีขนก็ไม่ธรรมดา ด้วยการผสมกันระหว่างสีดำครามเข้มปนเงิน กับสีทองหรือสีน้ำตาลเข้ม เป็นสุนัขที่มีมาด มักเชิดหน้าด้วยความมั่นใจเกินร้อย เพศผู้เมื่อโตเต็มวัยสูงประมาณ 18 - 20 ซม. และหนักไม่เกิน 3.2 กก. The need-to-know สุนัขยอร์กเชียร์ เทอร์เรียร์เป็นสุนัขสายพันธุ์เล็กที่ใจใหญ่ ชอบให้กอด และนอนเบียดขา แต่นาทีต่อมาก็สามารถกระโดดงับสุนัขเพื่อนบ้านได้ เพียงเพื่อบอกว่าถิ่นนี้ใครคุม เพราะยังไงยอร์กเชียร์ก็เป...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/yorkshire-terrier
dog,ลาซา แอพโช,"ลาซา แอพโซ มีจุดเด่นตรงที่เป็นสุนัขขนยาว ตัวเล็กแข็งแรง และถ้าจะให้เทียบความยาวลำตัวกับส่วนสูงแล้วล่ะก็ สุนัขพันธุ์นี้จะตัวยาวมากกว่าส่วนสูงหน่อย ๆ แถมยังมีหลากหลายสีให้เลือก ไม่ว่าจะเป็นสี golden, sandy, honey, dark grizzle, slate, smoke, parti-colour, black, white หรือสี brown The need-to-know สุนัขพันธุ์ลาซา แอพโซ เป็นสุนัขที่มีนิสัยค่อนข้างรักสันโดษ มีความสง่างามและดูมั่นใจ ทำให้สุนัขพันธุ์นี้มีภาพลักษณ์ที่ดูมีภูมิฐาน ในขณะเดียวกันก็เป็นสุนัขที่รักเจ้าของมาก แต่เพียงแค่เจ้าของเท่านั้นแห...",รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/lhasa-apso
dog,บอร์ซอย,ปฏิเสธไม่ได้เลยทีเดียวว่า “บอร์ซอย” คือสายพันธุ์สุนัขผู้ดูสูงส่ง ด้วยลักษณะท่าทางอันงดงาม ใบหน้าอันเรียวยาว พร้อมทั้งขนนุ่มสลวยหลากหลายสีสัน ยกเว้นสีเมิร์ลหรือสีลายหินอ่อน ความยาวระดับปานกลาง ลักษณะเป็นคลื่นสวย และทิ้งตัวในช่วงท้ายของลำตัวและหาง สะกดสายตาเหล่าคนรักสุนัขให้หลงรักและทำให้ผู้คนสามารถจดจำพวกเขาได้ตั้งแต่แรกเห็น The need-to-know หากพูดถึงลักษณะนิสัย “บอร์ซอย” นับเป็นหนึ่งในสุนัขที่มีความเรียบร้อยและอัธยาศัยดี เหมาะแก่การเลี้ยงเพื่อเป็นสมาชิกของครอบครัว นอกจากนี้ถึงแม้พวกเขาจะตัว...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/borzoi
